,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,all_popular
226,Justin Timberlake,Like I Love You,Justified,2002-11-04,79,63,"['dance pop', 'pop']",0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,audio_features,6W2Ef5Ph6ILTUAedoQ3QIv,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/tracks/6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/audio-analysis/6W2Ef5Ph6ILTUAedoQ3QIv,283627,4,1,0,0,0,all_popular
227,Dizzee Rascal,Bonkers,Tongue N' Cheek,2011-01-01,62,47,"['bassline', 'grime', 'instrumental grime', 'pop rap']",0.624,0.977,11,-3.34,0,0.22,0.00615,0.0,0.253,0.74,126.127,audio_features,4gCxbENXySW17fSJm43zF0,spotify:track:4gCxbENXySW17fSJm43zF0,https://api.spotify.com/v1/tracks/4gCxbENXySW17fSJm43zF0,https://api.spotify.com/v1/audio-analysis/4gCxbENXySW17fSJm43zF0,177573,4,0,1,0,1,all_popular
228,Sam Sparro,Black & Gold - Radio Edit,Black & Gold (Radio Edit),2008-01-01,48,58,"['australian dance', 'electropop']",0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39e-05,0.112,0.42,135.968,audio_features,6lT26Dq7aEwOjXTZzkBjSO,spotify:track:6lT26Dq7aEwOjXTZzkBjSO,https://api.spotify.com/v1/tracks/6lT26Dq7aEwOjXTZzkBjSO,https://api.spotify.com/v1/audio-analysis/6lT26Dq7aEwOjXTZzkBjSO,212360,1,0,1,1,1,all_popular
229,Florence + The Machine,Cosmic Love,Lungs (Deluxe Version),2009,74,62,"['baroque pop', 'pop', 'uk alternative pop']",0.518,0.809,9,-5.451,0,0.0382,0.137,0.000239,0.119,0.0957,140.065,audio_features,1myEOhXztRxUVfaAEQiKkU,spotify:track:1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/tracks/1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/audio-analysis/1myEOhXztRxUVfaAEQiKkU,255907,4,0,1,0,1,all_popular
230,Duffy,Warwick Avenue,Rockferry,2008,58,66,"['british soul', 'dance pop', 'europop', 'neo soul']",0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,audio_features,3K4r00KlXytLJDfuytngmx,spotify:track:3K4r00KlXytLJDfuytngmx,https://api.spotify.com/v1/tracks/3K4r00KlXytLJDfuytngmx,https://api.spotify.com/v1/audio-analysis/3K4r00KlXytLJDfuytngmx,226387,4,0,1,1,1,all_popular
231,The Darkness,I Believe in a Thing Called Love,Permission to Land,2003-07-07,55,70,"['glam metal', 'hard rock', 'rock']",0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,audio_features,756CJtQRFSxEx9jV4P9hpA,spotify:track:756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/tracks/756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/audio-analysis/756CJtQRFSxEx9jV4P9hpA,217653,4,0,1,0,1,all_popular
232,Arctic Monkeys,When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not",2006-01-29,83,74,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,audio_features,2zzLRQ78kKfPTx8FJQCdC2,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,202133,4,0,1,0,1,all_popular
233,JAY-Z,03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,2002-11-12,82,73,"['east coast hip hop', 'hip hop', 'rap']",0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,audio_features,5ljCWsDlSyJ41kwqym2ORw,spotify:track:5ljCWsDlSyJ41kwqym2ORw,https://api.spotify.com/v1/tracks/5ljCWsDlSyJ41kwqym2ORw,https://api.spotify.com/v1/audio-analysis/5ljCWsDlSyJ41kwqym2ORw,205560,4,0,0,1,1,all_popular
234,Florence + The Machine,You've Got The Love,Lungs (Deluxe Version),2009,74,72,"['baroque pop', 'pop', 'uk alternative pop']",0.574,0.694,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.85,audio_features,244AvzGQ4Ksa5637JQu5Gy,spotify:track:244AvzGQ4Ksa5637JQu5Gy,https://api.spotify.com/v1/tracks/244AvzGQ4Ksa5637JQu5Gy,https://api.spotify.com/v1/audio-analysis/244AvzGQ4Ksa5637JQu5Gy,168667,4,0,1,1,1,all_popular
235,No Doubt,Underneath It All,Rock Steady (Expanded Edition),2001-12-11,66,63,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,audio_features,6fR6Z0Vc1K6yQWNUIKjAIR,spotify:track:6fR6Z0Vc1K6yQWNUIKjAIR,https://api.spotify.com/v1/tracks/6fR6Z0Vc1K6yQWNUIKjAIR,https://api.spotify.com/v1/audio-analysis/6fR6Z0Vc1K6yQWNUIKjAIR,302720,4,0,0,1,0,all_popular
236,Janet Jackson,All For You,All For You,2001-01-01,65,65,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,audio_features,5X8kkUaUlAyAUr9TYqDFTH,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/tracks/5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/audio-analysis/5X8kkUaUlAyAUr9TYqDFTH,329933,3,0,0,0,1,all_popular
237,John Legend,Ordinary People,Get Lifted,2005-12-06,75,66,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,audio_features,2ZA4uMlSZjaoWGFqP1tsLI,spotify:track:2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/tracks/2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/audio-analysis/2ZA4uMlSZjaoWGFqP1tsLI,281467,3,0,1,1,1,all_popular
238,Justin Timberlake,Señorita,Justified,2002-11-04,79,67,"['dance pop', 'pop']",0.841,0.63,1,-5.356,1,0.0443,0.0725,0.0,0.0742,0.876,97.964,audio_features,0aj2QKJvz6CePykmlTApiD,spotify:track:0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/tracks/0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/audio-analysis/0aj2QKJvz6CePykmlTApiD,294867,4,0,0,1,0,all_popular
239,Alicia Keys,Try Sleeping with a Broken Heart,The Element Of Freedom,2009-12-15,77,61,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,audio_features,1yK9LISg5uBOOW5bT2Wm0i,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/tracks/1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i,249013,5,0,1,0,1,all_popular
240,Norah Jones,Don't Know Why,Come Away With Me (Super Deluxe Edition),2002-02-26,70,74,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']",0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,audio_features,1zNXF2svmdlNxfS5XeNUgr,spotify:track:1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/tracks/1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/audio-analysis/1zNXF2svmdlNxfS5XeNUgr,186251,4,0,0,1,1,all_popular
241,Scissor Sisters,I Don't Feel Like Dancin',Ta Dah,2006-01-01,60,64,"['dance pop', 'dance rock', 'electropop']",0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,audio_features,1q9l6c8bAzqWcvO3DM6FsR,spotify:track:1q9l6c8bAzqWcvO3DM6FsR,https://api.spotify.com/v1/tracks/1q9l6c8bAzqWcvO3DM6FsR,https://api.spotify.com/v1/audio-analysis/1q9l6c8bAzqWcvO3DM6FsR,288360,4,1,0,0,0,all_popular
242,Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),2006,73,74,"['british soul', 'indie r&b', 'neo soul']",0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,audio_features,6nLvaCZFR1wEzW3sIKpsnr,spotify:track:6nLvaCZFR1wEzW3sIKpsnr,https://api.spotify.com/v1/tracks/6nLvaCZFR1wEzW3sIKpsnr,https://api.spotify.com/v1/audio-analysis/6nLvaCZFR1wEzW3sIKpsnr,233733,4,0,0,1,1,all_popular
243,Sum 41,Fat Lip,"All Killer, No Filler",2001-01-01,69,73,"['canadian pop punk', 'canadian punk', 'punk', 'rock']",0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,audio_features,4KacUpvbA3Mfo05gttTjhN,spotify:track:4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/audio-analysis/4KacUpvbA3Mfo05gttTjhN,178267,4,0,1,0,1,all_popular
244,Dr. Dre,Forgot About Dre,2001,1999-11-16,78,79,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,audio_features,7iXF2W9vKmDoGAhlHdpyIa,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa,222293,4,0,0,1,1,all_popular
245,Sophie Ellis-Bextor,Murder On The Dancefloor,Read My Lips,2002-01-01,59,64,"['dance pop', 'disco house', 'europop', 'new wave pop', 'vocal house']",0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,audio_features,2Za2mUwmQoSxWPscaY2vxl,spotify:track:2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/tracks/2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/audio-analysis/2Za2mUwmQoSxWPscaY2vxl,230013,4,1,0,0,0,all_popular
246,Foo Fighters,The Pretender,"Echoes, Silence, Patience & Grace",2007-09-25,76,78,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,audio_features,7x8dCjCr0x6x2lXKujYD34,spotify:track:7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/tracks/7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/audio-analysis/7x8dCjCr0x6x2lXKujYD34,269373,4,0,1,0,1,all_popular
247,Missy Elliott,Work It,Under Construction,2002-11-11,69,70,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,audio_features,3jagJCUbdqhDSPuxP8cAqF,spotify:track:3jagJCUbdqhDSPuxP8cAqF,https://api.spotify.com/v1/tracks/3jagJCUbdqhDSPuxP8cAqF,https://api.spotify.com/v1/audio-analysis/3jagJCUbdqhDSPuxP8cAqF,263227,4,0,0,1,1,all_popular
248,4 Non Blondes,What's Up?,"Bigger, Better, Faster, More !",1992-01-01,63,81,"['new wave pop', 'pop rock']",0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4,0,1,1,1,all_popular
249,Coolio,Gangsta's Paradise,Gangsta's Paradise,1995-10-02,68,86,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,audio_features,1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4,0,1,1,1,all_popular
250,Mariah Carey,Fantasy,Daydream,1995-10-03,76,76,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,audio_features,6xkryXuiZU360Lngd4sx13,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,243493,4,0,1,1,0,all_popular
251,Roxette,"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,1990-05-20,69,75,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,audio_features,6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/audio-analysis/6kvoHl80mfCVTv7XnZkjQn,258787,4,0,1,1,1,all_popular
252,Spice Girls,Wannabe,Spice,1996-01-01,67,81,"['dance pop', 'europop', 'girl group', 'pop']",0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4,1,0,0,0,all_popular
253,Shania Twain,Man! I Feel Like A Woman!,Come On Over,1997-11-04,72,78,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,audio_features,6sxptembJVty4sNtcPMAVz,spotify:track:6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/tracks/6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/audio-analysis/6sxptembJVty4sNtcPMAVz,234493,4,0,1,1,1,all_popular
254,Britney Spears,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),1999-01-12,78,79,"['dance pop', 'pop', 'post-teen pop']",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4,0,0,1,0,all_popular
255,2Pac,California Love - Original Version,Greatest Hits,1998-01-01,78,65,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.767,0.856,7,-2.715,1,0.041,0.0303,1.91e-06,0.36,0.747,91.535,audio_features,1JClFT74TYSXlzpagbmj0S,spotify:track:1JClFT74TYSXlzpagbmj0S,https://api.spotify.com/v1/tracks/1JClFT74TYSXlzpagbmj0S,https://api.spotify.com/v1/audio-analysis/1JClFT74TYSXlzpagbmj0S,285027,4,0,0,0,1,all_popular
256,Björk,Human Behaviour,Debut,1993-07-05,60,55,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']",0.687,0.635,2,-14.667,1,0.0365,0.0443,0.0252,0.0963,0.546,109.448,audio_features,6Kz3o55LxMA11GbvFXHFtX,spotify:track:6Kz3o55LxMA11GbvFXHFtX,https://api.spotify.com/v1/tracks/6Kz3o55LxMA11GbvFXHFtX,https://api.spotify.com/v1/audio-analysis/6Kz3o55LxMA11GbvFXHFtX,252360,4,0,1,1,1,all_popular
257,Massive Attack,Teardrop,Mezzanine,1998-01-01,62,70,"['big beat', 'downtempo', 'electronica', 'trip hop']",0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,audio_features,67Hna13dNDkZvBpTXRIaOJ,spotify:track:67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ,330773,4,0,1,1,1,all_popular
258,A Tribe Called Quest,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1990-04-17,65,70,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4,0,0,1,1,all_popular
259,Janet Jackson,Got 'Til It's Gone,The Velvet Rope,1997-10-07,65,63,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.789,0.412,7,-7.518,1,0.243,0.0218,0.000312,0.3,0.518,89.914,audio_features,6jUyYHDikmw9WltPojSR37,spotify:track:6jUyYHDikmw9WltPojSR37,https://api.spotify.com/v1/tracks/6jUyYHDikmw9WltPojSR37,https://api.spotify.com/v1/audio-analysis/6jUyYHDikmw9WltPojSR37,241760,4,0,0,1,1,all_popular
260,Erykah Badu,On & On,Baduizm,1997-01-01,64,66,"['afrofuturism', 'alternative r&b', 'hip hop', 'neo soul', 'r&b', 'urban contemporary']",0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,audio_features,0tNuJpBgtE65diL6Q8Q7fI,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,https://api.spotify.com/v1/tracks/0tNuJpBgtE65diL6Q8Q7fI,https://api.spotify.com/v1/audio-analysis/0tNuJpBgtE65diL6Q8Q7fI,226133,4,0,0,1,1,all_popular
261,Bran Van 3000,Drinking in L.A.,Glee,1997-04-01,44,59,['cymraeg'],0.568,0.707,3,-5.672,1,0.0582,0.0608,0.0,0.0673,0.663,171.968,audio_features,4WEaJQLlhlkOU7YJDLhn7x,spotify:track:4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/tracks/4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/audio-analysis/4WEaJQLlhlkOU7YJDLhn7x,236067,4,0,1,1,1,all_popular
262,White Town,Your Woman,Women In Technology,1997-02-24,48,66,['derby indie'],0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,audio_features,4ACxa9buEUnOdYEoPcnMpi,spotify:track:4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/tracks/4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/audio-analysis/4ACxa9buEUnOdYEoPcnMpi,259893,4,0,0,1,0,all_popular
263,The Smashing Pumpkins,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,70,77,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4,1,0,0,0,all_popular
264,Massive Attack,Unfinished Sympathy - 2012 Mix/Master,Blue Lines (2012 Mix/Master),1991-06-10,62,64,"['big beat', 'downtempo', 'electronica', 'trip hop']",0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.665,0.703,114.436,audio_features,0j5FJJOmmnXPd0XajFWkMF,spotify:track:0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/tracks/0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/audio-analysis/0j5FJJOmmnXPd0XajFWkMF,308427,4,0,1,0,1,all_popular
265,Mazzy Star,Fade Into You,So Tonight That I Might See,1993-10-05,63,77,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3,0,1,1,1,all_popular
266,Beastie Boys,Intergalactic - Remastered 2009,Hello Nasty (Deluxe Version/Remastered 2009),1998-07-14,67,69,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,audio_features,5fpizYGbi5IQoEraj6FP0R,spotify:track:5fpizYGbi5IQoEraj6FP0R,https://api.spotify.com/v1/tracks/5fpizYGbi5IQoEraj6FP0R,https://api.spotify.com/v1/audio-analysis/5fpizYGbi5IQoEraj6FP0R,231493,4,0,0,0,1,all_popular
267,Fatboy Slim,Praise You - Radio Edit,Why Try Harder - The Greatest Hits,2006-06-18,61,64,['big beat'],0.622,0.884,1,-6.715,1,0.0467,0.0403,0.371,0.282,0.561,109.722,audio_features,2tn9zXqIZJbgL1swqwOktz,spotify:track:2tn9zXqIZJbgL1swqwOktz,https://api.spotify.com/v1/tracks/2tn9zXqIZJbgL1swqwOktz,https://api.spotify.com/v1/audio-analysis/2tn9zXqIZJbgL1swqwOktz,227973,4,0,1,0,1,all_popular
268,Jamiroquai,Canned Heat,Synkronized,1999-06-08,65,65,['dance pop'],0.7,0.865,9,-5.827,0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,audio_features,47oS7xB31QQUyPCgHpM3VZ,spotify:track:47oS7xB31QQUyPCgHpM3VZ,https://api.spotify.com/v1/tracks/47oS7xB31QQUyPCgHpM3VZ,https://api.spotify.com/v1/audio-analysis/47oS7xB31QQUyPCgHpM3VZ,331760,4,0,1,0,1,all_popular
269,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bomb (These Sounds Fall Into My Mind),1995-01-01,45,52,"['disco house', 'hip house', 'vocal house']",0.788,0.875,9,-3.742,0,0.0339,0.00193,0.536,0.107,0.936,125.918,audio_features,0qQiqwzddwQmtoGcF3Uzm5,spotify:track:0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/tracks/0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/audio-analysis/0qQiqwzddwQmtoGcF3Uzm5,202825,4,1,0,0,0,all_popular
270,DNA,"Tom's Diner - 7"" Version",The Best Of Suzanne Vega - Tried And True,1998-01-01,46,53,[],0.863,0.452,6,-10.839,0,0.0678,0.0376,0.0215,0.0532,0.544,99.102,audio_features,4sutLmjkVKRN6pOAMo2joC,spotify:track:4sutLmjkVKRN6pOAMo2joC,https://api.spotify.com/v1/tracks/4sutLmjkVKRN6pOAMo2joC,https://api.spotify.com/v1/audio-analysis/4sutLmjkVKRN6pOAMo2joC,227867,4,0,0,1,1,all_popular
271,Tori Amos,Cornflake Girl,Under the Pink,1994-01-31,54,59,"['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",0.631,0.638,7,-8.958,1,0.0274,0.4,0.000516,0.216,0.812,133.739,audio_features,1300POeOaj8qho30FRHjgf,spotify:track:1300POeOaj8qho30FRHjgf,https://api.spotify.com/v1/tracks/1300POeOaj8qho30FRHjgf,https://api.spotify.com/v1/audio-analysis/1300POeOaj8qho30FRHjgf,305493,4,0,1,1,0,all_popular
272,Arrested Development,People Everyday - Metamorphosis Mix,Extended Revolution,2003-01-01,51,61,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'rap']",0.843,0.508,10,-13.918,1,0.221,0.00852,2.1e-06,0.648,0.704,91.094,audio_features,1nSUJWYRqsafI8Bh1X0ypp,spotify:track:1nSUJWYRqsafI8Bh1X0ypp,https://api.spotify.com/v1/tracks/1nSUJWYRqsafI8Bh1X0ypp,https://api.spotify.com/v1/audio-analysis/1nSUJWYRqsafI8Bh1X0ypp,298773,4,0,0,1,1,all_popular
273,Beck,Loser,Mellow Gold,1994-03-01,64,67,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,audio_features,5NTZM8YYeKM2YsGSffVIge,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/tracks/5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/audio-analysis/5NTZM8YYeKM2YsGSffVIge,235000,4,0,1,1,0,all_popular
274,The Prodigy,Breathe,The Fat of the Land,1997-06-30,64,65,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']",0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,audio_features,0Ja4hLKiUSw01E01pJ1yGr,spotify:track:0Ja4hLKiUSw01E01pJ1yGr,https://api.spotify.com/v1/tracks/0Ja4hLKiUSw01E01pJ1yGr,https://api.spotify.com/v1/audio-analysis/0Ja4hLKiUSw01E01pJ1yGr,336280,4,0,1,0,1,all_popular
275,Radiohead,Karma Police,OK Computer,1997-05-28,77,75,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,audio_features,63OQupATfueTdZMWTxW03A,spotify:track:63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A,264067,4,0,1,1,1,all_popular
276,Moloko,Sing It Back - Boris Dlugosch Mix,Catalogue,2006-07-17,53,64,"['alternative dance', 'electronica', 'electropop', 'trip hop']",0.761,0.775,3,-7.495,0,0.0339,0.00698,0.000543,0.0512,0.966,123.017,audio_features,53qhh1kdcX4gRBShoW4LK8,spotify:track:53qhh1kdcX4gRBShoW4LK8,https://api.spotify.com/v1/tracks/53qhh1kdcX4gRBShoW4LK8,https://api.spotify.com/v1/audio-analysis/53qhh1kdcX4gRBShoW4LK8,278000,4,0,0,1,0,all_popular
